StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,s1kn_hadto_1,s1kn_rating_1,s1kn_rating_2,s1kn_rating_3,s1ig_hadto_1,s1ig_rating_1,s1ig_rating_2,s1ig_rating_3,s2kn_hadto_1,s2kn_rating_1,s2kn_rating_2,s2kn_rating_3,s2ig_hadto_1,s2ig_rating_1,s2ig_rating_2,s2ig_rating_3,s3kn_hadto_1,s3kn_rating_1,s3kn_rating_2,s3kn_rating_3,s3ig_hadto_1,s3ig_rating_1,s3ig_rating_2,s3ig_rating_3,s4kn_hadto_1,s4kn_rating_1,s4kn_rating_2,s4kn_rating_3,s4ig_hadto_1,s4ig_rating_1,s4ig_rating_2,s4ig_rating_3,s5kn_hadto_1,s5kn_rating_1,s5kn_rating_2,s5kn_rating_3,s5ig_hadto_1,s5ig_rating_1,s5ig_rating_2,s5ig_rating_3,s6kn_hadto_1,s6kn_rating_1,s6kn_rating_2,s6kn_rating_3,s6ig_hadto_1,s6ig_rating_1,s6ig_rating_2,s6ig_rating_3,s7kn_hadto_1,s7kn_rating_1,s7kn_rating_2,s7kn_rating_3,s7ig_hadto_1,s7ig_rating_1,s7ig_rating_2,s7ig_rating_3,s8kn_hadto_1,s8kn_rating_1,s8kn_rating_2,s8kn_rating_3,s8ig_hadto_1,s8ig_rating_1,s8ig_rating_2,s8ig_rating_3,s9kn_hadto_1,s9kn_rating_1,s9kn_rating_2,s9kn_rating_3,s9ig_hadto_1,s9ig_rating_1,s9ig_rating_2,s9ig_rating_3,s10kn_hadto_1,s10kn_rating_1,s10kn_rating_2,s10kn_rating_3,s10ig_hadto_1,s10ig_rating_1,s10ig_rating_2,s10ig_rating_3,s11kn_hadto_1,s11kn_rating_1,s11kn_rating_2,s11kn_rating_3,s11ig_hadto_1,s11ig_rating_1,s11ig_rating_2,s11ig_rating_3,s12kn_hadto_1,s12kn_rating_1,s12kn_rating_2,s12kn_rating_3,s12ig_hadto_1,s12ig_rating_1,s12ig_rating_2,s12ig_rating_3,s13kn_hadto_1,s13kn_rating_1,s13kn_rating_2,s13kn_rating_3,s13ig_hadto_1,s13ig_rating_1,s13ig_rating_2,s13ig_rating_3,s14kn_hadto_1,s14kn_rating_1,s14kn_rating_2,s14kn_rating_3,s14ig_hadto_1,s14ig_rating_1,s14ig_rating_2,s14ig_rating_3,s15kn_hadto_1,s15kn_rating_1,s15kn_rating_2,s15kn_rating_3,s15ig_hadto_1,s15ig_rating_1,s15ig_rating_2,s15ig_rating_3,s16kn_hadto_1,s16kn_rating_1,s16kn_rating_2,s16kn_rating_3,s16ig_hadto_1,s16ig_rating_1,s16ig_rating_2,s16ig_rating_3,age ,age _1_TEXT,gender ,ethnicity ,ethnicity _10_TEXT,feedback ,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A
12/23/24 16:45,12/23/24 16:52,IP Address,100,422,TRUE,12/23/24 16:52,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,50,100,4,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,67,16,,,,,29,79,100,81,,,,,,,,,,,,,,,,,,,,,19,19,48,17,0,0,0,0,,,,,,,,,0,0,0,0,100,89,100,100,,,,,,,,,,,,,0,51,100,57,,,,,My age in years is,54,Female,Caucasian/White,,,,,bribe the security,,,,yell in gibberish until she leaves,ask to use the mall’s loudspeaker,,,call others for help,call the family to tell them he can't dogsit anymore,rob a bank,send an emergency call,,agree to babysit Ben's kids and be late to the dinner
12/23/24 16:44,12/23/24 16:53,IP Address,100,518,TRUE,12/23/24 16:53,,,,,anonymous,EN,,,,,,,,,,,,,,,,,0,27,0,20,,,,,,,,,,,,,100,100,100,100,,,,,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,,,,,9,9,100,22,,,,,0,13,0,0,,,,,,,,,86,82,100,100,,,,,,,,,8,82,100,93,My age in years is,72,Male,Caucasian/White,,great study,,,try to dress up as venue staff,,attempt to search for a water source,,steal whatever she has on her,,,,call others for help,call the fire brigade,lie to people that the tickets are for a charity event for children in need,,check through surveillance footage,ask her boyfriend to help her babysit
12/23/24 16:46,12/23/24 16:53,IP Address,100,399,TRUE,12/23/24 16:53,,,,,anonymous,EN,,,,,,,,,,,,,,,,,9,77,72,81,,,,,,,,,,,,,,,,,,,,,81,95,100,100,,,,,,,,,,,,,,,,,10,18,94,65,,,,,93,100,100,100,,,,,2,10,49,1,0,1,0,0,,,,,,,,,12,76,77,17,,,,,,,,,,,,,,,,,,,,,29,71,100,100,,,,,,,,,My age in years is,43,Male,Caucasian/White,,,,,try to find the backstage entrance,,,keep an eye on him,,pour water on the car to cool it,hide behind some bushes,saw Todd's arm off,kidnap Maria,call the fire brigade,,,identify the location in the building where the fire started,
12/23/24 16:46,12/23/24 16:53,IP Address,100,430,TRUE,12/23/24 16:53,,,,,anonymous,EN,55,93,100,89,,,,,,,,,54,70,80,84,,,,,0,32,100,62,,,,,,,,,,,,,0,0,0,0,0,36,100,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,51,99,,,,,100,100,100,100,82,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My age in years is,48,Female,Caucasian/White,,None,call a taxi,wait at her car in case her friend is looking for her,give her ticket to Ted,,throw away all of the food,make cat noises at him until he leaves,,,,yell at Todd for getting stuck,persuade Maria to wait for her father,call a locksmith,,,,
12/23/24 16:47,12/23/24 16:53,IP Address,100,363,TRUE,12/23/24 16:53,,,,,anonymous,EN,79,92,100,94,,,,,,,,,,,,,,,,,,,,,1,55,73,66,,,,,,,,,,,,,,,,,23,82,88,74,,,,,,,,,,,,,,,,,,,,,86,85,100,77,,,,,,,,,0,81,84,59,,,,,0,18,14,26,,,,,0,18,0,0,,,,,0,12,83,11,,,,,,,,,,,,,,,,,,,,,My age in years is,64,Male,Caucasian/White,,,take a public bus,,,organize a few fishing crews to go out on their own,,call the police,,,make loud noises,,try to buy Maria candy at a store nearby,call the family to tell them he can't dogsit anymore,lie to people that the tickets are for a charity event for children in need,call his mum,,
12/23/24 16:48,12/23/24 16:53,IP Address,100,317,TRUE,12/23/24 16:53,,,,,anonymous,EN,,,,,100,100,100,85,,,,,,,,,,,,,,,,,,,,,0,6,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,76,30,45,34,,,,,,,,,100,84,100,100,,,,,9,2,0,0,,,,,100,84,100,100,,,,,,,,,,,,,,,,,54,30,17,6,,,,,,,,,,,,,,,,,,,,,My age in years is,49,Female,Caucasian/White,,Thank you,take a public bus,,,sell all the food to the highest bidder,,,turn invisible,call emergency services,use a loud whistle,saw Todd's arm off,grab Maria and hold her,,,set the plane on autopilot and jump off with a parachute,,
12/23/24 16:45,12/23/24 16:54,IP Address,100,545,TRUE,12/23/24 16:54,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,,,,,,,,,0,2,0,0,,,,,,,,,,,,,0,0,0,0,,,,,0,9,90,0,,,,,,,,,,,,,,,,,8,68,91,79,,,,,20,82,100,100,,,,,,,,,,,,,19,30,95,62,0,0,0,0,,,,,My age in years is,63,Female,Caucasian/White,,Great study!,,,,,throw away all of the food,,steal whatever she has on her,,start to dance,get her arm stuck in solidarity,,call a locksmith,ask people to donate the remaining money,,identify the location in the building where the fire started,tie the kids up in their room and join the dinner
12/23/24 16:48,12/23/24 16:54,IP Address,100,373,TRUE,12/23/24 16:54,,,,,anonymous,EN,97,76,100,87,,,,,,,,,22,49,100,100,,,,,0,13,63,11,,,,,,,,,,,,,100,81,100,88,,,,,0,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,16,5,0,0,17,0,,,,,,,,,,,,,97,91,100,100,,,,,,,,,,,,,My age in years is,39,Female,Caucasian/White,,,call a taxi,call the gym,give her ticket to Ted,,attempt to search for a water source,stare intently and try to read his mind,,,,,,find other people to help him ram the door,sell his wedding ring to earn the remaining amount,,check through surveillance footage,
12/23/24 16:47,12/23/24 16:54,IP Address,100,406,TRUE,12/23/24 16:54,,,,,anonymous,EN,,,,,,,,,,,,,60,65,58,63,,,,,50,73,51,63,,,,,,,,,,,,,,,,,60,48,61,44,,,,,50,51,51,51,,,,,,,,,,,,,,,,,2,35,53,27,,,,,,,,,28,1,2,1,,,,,0,50,15,15,,,,,,,,,,,,,68,72,71,72,,,,,,,,,,,,,,,,,,,,,My age in years is,48,Male,Asian,,,,call the gym,try to buy a ticket off another person,,,make cat noises at him until he leaves,refuse to drive her,,make loud noises,,kidnap Maria,break a window and climb into the house,,send an emergency call,,
12/23/24 16:49,12/23/24 16:54,IP Address,100,323,TRUE,12/23/24 16:54,,,,,anonymous,EN,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,2,,,,,1,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,100,100,100,100,,,,,,,,,8,7,6,6,,,,,,,,,87,87,79,86,,,,,,,,,,,,,,,,,My age in years is,35,Male,Caucasian/White,,,steal a passing driver's car,send an Uber driver to pick up her wallet and ID,,,,,call her a cab,ask to use the mall’s loudspeaker,,saw Todd's arm off,tell the man to leave,,offer a free drink for everyone who buys a ticket,send an emergency call,,
12/23/24 16:50,12/23/24 16:54,IP Address,100,213,TRUE,12/23/24 16:54,,,,,anonymous,EN,78,87,100,100,,,,,,,,,,,,,3,11,8,10,,,,,,,,,,,,,,,,,,,,,59,40,82,69,,,,,,,,,53,67,100,87,,,,,36,41,54,53,14,21,53,8,,,,,,,,,,,,,,,,,,,,,36,14,24,3,,,,,,,,,,,,,,,,,,,,,86,83,100,94,,,,,,,,,,,,,My age in years is,28,Male,Caucasian/White,,,reschedule for a later flight,,pretend that they are family members of the band to get into the venue,,,tackle him and hold him down,call her a cab,call emergency services,use a loud whistle,,,find other people to help him ram the door,,,check for ignition devices,
12/23/24 16:44,12/23/24 16:54,IP Address,100,628,TRUE,12/23/24 16:54,,,,,anonymous,EN,,,,,,,,,,,,,81,81,92,83,,,,,,,,,,,,,71,30,62,62,,,,,,,,,19,19,61,10,,,,,0,3,3,3,,,,,29,19,50,29,,,,,,,,,40,45,72,84,81,82,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,97,98,98,,,,,,,,,,,,,My age in years is,65,Male,Caucasian/White,,,,text her friend to wait for her,,organize a few fishing crews to go out on their own,,tackle him and hold him down,turn invisible,ask to use the mall’s loudspeaker,hide behind some bushes,hike until she finds cell service,,,,,check for ignition devices,
12/23/24 16:45,12/23/24 16:54,IP Address,100,569,TRUE,12/23/24 16:54,,,,,anonymous,EN,0,0,12,0,,,,,,,,,51,50,61,62,,,,,,,,,,,,,0,0,0,0,,,,,0,14,0,0,99,94,93,91,,,,,,,,,,,,,,,,,100,100,100,100,,,,,,,,,,,,,100,99,90,100,,,,,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My age in years is,30,Female,Hispanic/Latinx,,,try to convince a passing driver to trade cars,wait at her car in case her friend is looking for her,,throw disobedient passengers off the boat,steal all of the food and water,keep an eye on him,,check that the doors are locked,,hike until she finds cell service,call others for help,,,,,
12/23/24 16:50,12/23/24 16:54,IP Address,100,275,TRUE,12/23/24 16:54,,,,,anonymous,EN,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,100,100,100,100,92,100,100,100,,,,,,,,,100,100,100,100,,,,,0,100,86,95,,,,,,,,,,,,,,,,,,,,,,,,,100,98,100,94,,,,,,,,,98,65,72,54,,,,,,,,,,,,,86,55,65,59,,,,,,,,,,,,,,,,,My age in years is,55,Female,Black/African,,n/a,,create a fake membership pass with an editing tool on her phone,,request supplies to be airdropped,huddle to conserve energy,keep an eye on him,refuse to drive her,,,,kidnap Maria,break a window and climb into the house,,set the plane on autopilot and jump off with a parachute,,
12/23/24 16:51,12/23/24 16:54,IP Address,100,214,TRUE,12/23/24 16:54,,,,,anonymous,EN,,,,,,,,,,,,,100,100,100,100,2,37,100,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,,,,,,,,,,,,,100,100,100,100,6,52,27,5,,,,,,,,,,,,,68,23,49,40,,,,,67,36,51,46,,,,,,,,,,,,,,,,,,,,,6,7,32,4,,,,,My age in years is,54,Female,Caucasian/White,,,,call the gym,give her ticket to Ted,,,,call her a cab,,pretend to be dead,saw Todd's arm off,,break a window and climb into the house,ask people to donate the remaining money,,,agree to babysit Ben's kids and be late to the dinner
12/23/24 16:42,12/23/24 16:54,IP Address,100,746,TRUE,12/23/24 16:54,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,69,100,67,,,,,,,,,0,9,9,12,65,70,66,71,,,,,,,,,,,,,,,,,1,0,0,8,51,72,75,74,,,,,,,,,13,11,70,15,,,,,65,56,57,58,66,75,70,74,,,,,,,,,,,,,My age in years is,33,Male,Caucasian/White,,,,,,,,,call her a cab,call emergency services,call the park rangers,,kidnap Maria,break a window and climb into the house,offer a free drink for everyone who buys a ticket,just start to descend and hope to land on water,check through surveillance footage,
12/23/24 16:41,12/23/24 16:54,IP Address,100,795,TRUE,12/23/24 16:54,,,,,anonymous,EN,,,,,0,12,5,0,24,12,3,0,,,,,,,,,,,,,,,,,,,,,91,71,69,73,,,,,19,19,10,51,,,,,,,,,,,,,1,9,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,21,12,17,,,,,,,,,,,,,,,,,17,44,22,37,,,,,23,19,14,19,My age in years is,58,Male,Caucasian/White,,,demand that the airline delays the flight,create a fake membership pass with an editing tool on her phone,,,attempt to search for a water source,wave to the parents,,call emergency services,,,,,buy half of the tickets himself,,just conclude that it's the restaurant owner's own fault,take the kids to the restaurant
12/23/24 16:51,12/23/24 16:54,IP Address,100,210,TRUE,12/23/24 16:54,,,,,anonymous,EN,,,,,0,0,0,19,,,,,,,,,,,,,,,,,,,,,97,89,88,73,,,,,36,45,50,39,,,,,37,35,29,31,,,,,,,,,,,,,0,10,10,10,80,91,92,88,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,4,0,,,,,,,,,,,,,,,,,My age in years is,38,Female,Hispanic/Latinx,,,steal a passing driver's car,,,request supplies to be airdropped,attempt to search for a water source,stare intently and try to read his mind,,pour water on the car to cool it,hide behind some bushes,get her arm stuck in solidarity,,,,just start to descend and hope to land on water,,
12/23/24 16:46,12/23/24 16:54,IP Address,100,483,TRUE,12/23/24 16:54,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,0,14,4,7,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,0,53,7,10,,,,,0,0,0,0,100,100,100,100,,,,,,,,,5,4,4,5,,,,,,,,,,,,,,,,,,,,,100,100,90,86,,,,,,,,,My age in years is,34,Male,Black/African,,,,,bribe the security,,,make cat noises at him until he leaves,,light a fire under the car,use a loud whistle,get her arm stuck in solidarity,call others for help,call the family to tell them he can't dogsit anymore,,,identify faults or malfunctions,
12/23/24 16:47,12/23/24 16:55,IP Address,100,453,TRUE,12/23/24 16:55,,,,,anonymous,EN,,,,,,,,,,,,,0,50,0,0,,,,,0,57,26,47,,,,,,,,,,,,,0,38,24,2,,,,,,,,,0,28,0,0,,,,,,,,,0,0,0,0,,,,,,,,,0,62,92,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,1,3,0,29,93,65,,,,,My age in years is,25,Female,Caucasian/White,,,,steal the wallet of someone else,pretend that they are family members of the band to get into the venue,,boost morale with a three-legged race,,yell in gibberish until she leaves,slash the tires,,give Todd her water,,,,,just conclude that it's the restaurant owner's own fault,ask her boyfriend to help her babysit
12/23/24 16:49,12/23/24 16:55,IP Address,100,354,TRUE,12/23/24 16:55,,,,,anonymous,EN,,,,,0,0,16,1,70,81,100,100,,,,,,,,,,,,,,,,,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,37,58,69,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,93,79,,,,,,,,,0,49,80,69,,,,,,,,,,,,,,,,,,,,,,,,,My age in years is,38,Female,Caucasian/White,,,demand that the airline delays the flight,text her friend to wait for her,,sell all the food to the highest bidder,steal all of the food and water,,take her to his house but no further,light a fire under the car,,,,call a locksmith,buy half of the tickets himself,,,
12/23/24 16:51,12/23/24 16:55,IP Address,100,206,TRUE,12/23/24 16:55,,,,,anonymous,EN,91,90,90,90,,,,,,,,,,,,,,,,,11,62,91,73,,,,,,,,,,,,,,,,,,,,,88,87,100,100,11,10,10,8,,,,,72,78,77,59,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,,,,,,,,,,,,,,,,,19,14,51,43,,,,,81,81,89,97,,,,,,,,,,,,,My age in years is,34,Female,Caucasian/White,,,take a public bus,,give her ticket to Ted,,,keep an eye on him,yell in gibberish until she leaves,check that the doors are locked,,,persuade Maria to wait for her father,,,hold on to the original flight route,check for ignition devices,
12/23/24 16:52,12/23/24 16:55,IP Address,100,200,TRUE,12/23/24 16:55,,,,,anonymous,EN,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,99,100,100,100,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,95,100,100,100,,,,,,,,,,,,,0,8,14,6,,,,,,,,,0,0,0,0,,,,,28,100,100,100,,,,,,,,,,,,,,,,,9,11,0,6,My age in years is,66,Male,Caucasian/White,,,,create a fake membership pass with an editing tool on her phone,,request supplies to be airdropped,,,steal whatever she has on her,,use a loud whistle,,try to buy Maria candy at a store nearby,,rob a bank,call his mum,,lie to her boyfriend that she forgot about the dinner and has made alternative plans
12/23/24 16:50,12/23/24 16:55,IP Address,100,293,TRUE,12/23/24 16:55,,,,,anonymous,EN,,,,,,,,,,,,,,,,,42,38,30,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,30,71,50,,,,,,,,,,,,,100,100,100,100,,,,,,,,,,,,,,,,,100,72,84,73,,,,,60,81,54,51,,,,,,,,,100,100,100,100,100,100,100,100,,,,,82,79,62,71,,,,,,,Male,Caucasian/White,,,,,bribe the security,,,,take her to his house but no further,,make loud noises,,,slide some dog treats underneath the door,ask people to donate the remaining money,turn the plane around,check for ignition devices,ask her boyfriend to postpone the dinner to next week
12/23/24 16:48,12/23/24 16:55,IP Address,100,416,TRUE,12/23/24 16:55,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,40,19,100,51,92,97,100,100,,,,,,,,,0,0,0,0,,,,,61,81,100,100,,,,,,,,,,,,,,,,,71,81,100,94,,,,,,,,,,,,,,,,,,,,,,,,,41,71,100,73,,,,,,,,,,,,,9,30,98,97,,,,,,,,,81,19,100,11,,,,,My age in years is,69,Male,Caucasian/White,,,,,try to buy a ticket off another person,request supplies to be airdropped,throw away all of the food,wave to the parents,,,hide behind some bushes,,,slide some dog treats underneath the door,,hold on to the original flight route,,ask her boyfriend to help her babysit
12/23/24 16:51,12/23/24 16:55,IP Address,100,260,TRUE,12/23/24 16:55,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,0,52,59,51,51,51,49,50,,,,,,,,,,,,,,,,,0,50,49,49,,,,,,,,,,,,,100,100,100,48,,,,,,,,,,,,,100,99,94,49,,,,,100,100,100,49,,,,,,,,,,,,,50,52,51,51,,,,,,,,,,,,,50,50,50,48,,,,,,,,,My age in years is,40,Female,Alaskan or American Indian,,,,,give her ticket to Ted,throw disobedient passengers off the boat,,tackle him and hold him down,,call emergency services,,hike until she finds cell service,tell the man to leave,,offer a free drink for everyone who buys a ticket,,talk to witnesses,
12/23/24 16:48,12/23/24 16:55,IP Address,100,460,TRUE,12/23/24 16:55,,,,,anonymous,EN,,,,,8,68,100,82,34,65,100,90,,,,,0,8,10,3,,,,,,,,,,,,,0,11,91,3,,,,,38,65,100,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,55,91,63,,,,,,,,,5,33,48,42,,,,,,,,,,,,,0,49,21,31,,,,,,,,,,,Male,Caucasian/White,,,reschedule for a later flight,text her friend to wait for her,try to dress up as venue staff,,boost morale with a three-legged race,wave to the parents,,,,,,call a locksmith,offer a free drink for everyone who buys a ticket,,just conclude that it's the restaurant owner's own fault,
12/23/24 16:50,12/23/24 16:55,IP Address,100,293,TRUE,12/23/24 16:55,,,,,anonymous,EN,24,11,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,79,76,78,,,,,,,,,21,83,13,6,,,,,22,7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,19,3,2,2,,,,,,,,,53,71,76,76,,,,,,,,,,,,,,,,,,,,,79,87,84,84,,,,,34,99,7,5,My age in years is,38,Male,Asian,,,steal a passing driver's car,,,,try to find enough dry wood to start a fire,stare intently and try to read his mind,steal whatever she has on her,,,,try to buy Maria candy at a store nearby,call the fire brigade,,,check through surveillance footage,ask her boyfriend to postpone the dinner to next week
12/23/24 16:50,12/23/24 16:56,IP Address,100,342,TRUE,12/23/24 16:56,,,,,anonymous,EN,,,,,2,2,1,1,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,0,1,0,0,0,0,3,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,27,39,86,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My age in years is,48,Female,Caucasian/White,,"no issues, thank you!",try to convince a passing driver to trade cars,steal the wallet of someone else,,serve engine fuel to the passengers,steal all of the food and water,stare intently and try to read his mind,,call emergency services,,get her arm stuck in solidarity,grab Maria and hold her,,,,,
12/23/24 16:49,12/23/24 16:56,IP Address,100,403,TRUE,12/23/24 16:56,,,,,anonymous,EN,,,,,,,,,,,,,,,,,0,61,40,76,,,,,,,,,,,,,,,,,,,,,81,60,100,76,,,,,,,,,0,0,40,0,,,,,,,,,,,,,,,,,24,40,9,0,,,,,,,,,,,,,,,,,53,76,100,89,0,40,23,0,,,,,0,0,24,0,,,,,52,100,100,100,,,,,,,,,,,,,My age in years is,38,Male,Asian,,,,,try to find the backstage entrance,,,keep an eye on him,yell in gibberish until she leaves,,,leave Todd to save herself,,call the fire brigade,ask people to donate the remaining money,hold on to the original flight route,identify the location in the building where the fire started,
12/23/24 16:49,12/23/24 16:56,IP Address,100,457,TRUE,12/23/24 16:56,,,,,anonymous,EN,,,,,8,9,9,0,,,,,,,,,,,,,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,81,100,50,,,,,40,71,18,52,100,100,100,100,,,,,,,,,,,,,,,,,0,31,50,0,,,,,100,71,100,30,100,100,100,100,,,,,,,,,,,,,My age in years is,53,Female,Caucasian/White,,,demand that the airline delays the flight,,try to dress up as venue staff,,,,,,use a loud whistle,leave Todd to save herself,persuade Maria to wait for her father,,sell his wedding ring to earn the remaining amount,just start to descend and hope to land on water,talk to witnesses,
12/23/24 16:49,12/23/24 16:56,IP Address,100,411,TRUE,12/23/24 16:56,,,,,anonymous,EN,,,,,,,,,,,,,100,100,100,100,,,,,0,51,76,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,0,20,,,,,100,100,100,100,,,,,100,100,100,100,,,,,,,,,,,,,9,29,0,10,,,,,,,,,,,,,,,,,,,,,0,9,8,0,,,,,My age in years is,42,Male,Caucasian/White,,Great survey!  Thanks for the opportunity to participate!,,text her friend to wait for her,give her ticket to Ted,,,,,light a fire under the car,pretend to be dead,hike until she finds cell service,tell the man to leave,,lie to people that the tickets are for a charity event for children in need,,,take the kids to the restaurant
12/23/24 16:40,12/23/24 16:56,IP Address,100,952,TRUE,12/23/24 16:56,,,,,anonymous,EN,,,,,,,,,,,,,91,81,91,84,,,,,71,59,66,61,65,64,51,60,,,,,70,80,92,91,,,,,,,,,,,,,3,6,7,6,,,,,,,,,,,,,,,,,13,5,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,19,99,4,,,,,91,94,86,85,,,,,,,,,My age in years is,37,Male,Asian,,,,wait at her car in case her friend is looking for her,try to find the backstage entrance,ration their food,try to find enough dry wood to start a fire,,take her to his house but no further,,pretend to be dead,,,,,hold on to the original flight route,check for ignition devices,
12/23/24 16:50,12/23/24 16:57,IP Address,100,385,TRUE,12/23/24 16:57,,,,,anonymous,EN,,,,,74,74,85,78,,,,,33,22,51,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,51,75,42,18,18,37,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,27,19,21,,,,,25,35,87,20,,,,,72,61,73,62,,,,,,,,,,,,,44,45,40,46,My age in years is,43,Female,Asian,,,call a taxi,send an Uber driver to pick up her wallet and ID,,,,,call her a cab,slash the tires,,,,call the family to tell them he can't dogsit anymore,buy half of the tickets himself,turn the plane around,,lie to her boyfriend that she forgot about the dinner and has made alternative plans
12/23/24 16:47,12/23/24 16:57,IP Address,100,573,TRUE,12/23/24 16:57,,,,,anonymous,EN,92,87,80,91,,,,,6,9,5,4,,,,,,,,,,,,,,,,,,,,,,,,,99,63,73,81,,,,,,,,,,,,,83,20,14,7,83,38,64,19,,,,,,,,,,,,,,,,,,,,,,,,,100,99,100,100,,,,,,,,,41,61,52,52,,,,,,,,,,,,,99,89,93,93,,,,,,,,,,,,,My age in years is,62,Male,Black/African,,none,call a taxi,steal the wallet of someone else,,,try to find enough dry wood to start a fire,,yell in gibberish until she leaves,slash the tires,,,grab Maria and hold her,,lie to people that the tickets are for a charity event for children in need,,talk to witnesses,
12/23/24 16:52,12/23/24 16:57,IP Address,100,284,TRUE,12/23/24 16:57,,,,,anonymous,EN,,,,,,,,,0,71,100,84,,,,,,,,,0,50,100,50,,,,,,,,,,,,,,,,,,,,,0,19,100,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,25,90,28,,,,,0,7,100,13,,,,,,,,,0,0,0,0,,,,,,,,,8,15,0,0,29,50,100,100,,,,,,,,,,,,,My age in years is,43,Male,Caucasian/White,,,,wait at her car in case her friend is looking for her,give her ticket to Ted,,,make cat noises at him until he leaves,,,,saw Todd's arm off,try to buy Maria candy at a store nearby,,rob a bank,set the plane on autopilot and jump off with a parachute,identify faults or malfunctions,
12/23/24 16:33,12/23/24 16:57,IP Address,100,1432,TRUE,12/23/24 16:57,,,,,anonymous,EN,,,,,100,100,100,100,50,50,50,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,,,,,100,100,100,100,,,,,,,,,,,,,51,40,50,10,,,,,,,,,,,,,,,,,100,100,100,100,60,19,10,11,,,,,My age in years is,58,Female,Caucasian/White,,,take a public bus,wait at her car in case her friend is looking for her,,,,call the police,,,call the park rangers,,persuade Maria to wait for her father,,buy half of the tickets himself,,check through surveillance footage,ask her boyfriend to help her babysit
